     ====> Interaction part
Nucleon-Nucleon interaction model: who knows?
Type of calculation: magical
Number and value of starting energies:   1
  0.000000E+00
Total number of twobody matx elements:         34320           78000        311032          78000
Matrix elements with the following legend, NOTE no hw/A for Hcom, pipj and rirj
      Tz      Parity    J2        a        b        c        d     <ab|V|cd>    <ab|0|cd>    <ab|0|cd>    <ab|0|cd>
      -1        0        0       16       16       24       24    -2.738232     0.000000     0.000000     0.000000
      -1        0        0       16       16       26       26    -0.215603     0.000000     0.000000     0.000000
      -1        0        0       16       16       28       28    -2.734115     0.000000     0.000000     0.000000
      -1        0        0       18       18       18       18     1.223803     0.000000     0.000000     0.000000
      -1        0        0       18       18       20       20     0.552419     0.000000     0.000000     0.000000
      -1        0        0       18       18       22       22    -0.113977     0.000000     0.000000     0.000000
      -1        0        0       18       18       24       24     0.633096     0.000000     0.000000     0.000000
      -1        0        0       18       18       26       26    -3.742388     0.000000     0.000000     0.000000
      -1        0        0       18       18       28       28    -2.001910     0.000000     0.000000     0.000000
      -1        0        0       20       20       20       20     1.903749     0.000000     0.000000     0.000000
      -1        0        0       20       20       22       22    -3.016518     0.000000     0.000000     0.000000
      -1        0        0       20       20       24       24     0.496861     0.000000     0.000000     0.000000
      -1        0        0       20       20       26       26     0.020059     0.000000     0.000000     0.000000
      -1        0        0       20       20       28       28     0.214045     0.000000     0.000000     0.000000
      -1        0        0       22       22       22       22     2.578080     0.000000     0.000000     0.000000
      -1        0        0       22       22       24       24    -0.223795     0.000000     0.000000     0.000000
      -1        0        0       22       22       26       26     0.755234     0.000000     0.000000     0.000000
      -1        0        0       22       22       28       28     0.191495     0.000000     0.000000     0.000000
      -1        0        0       24       24       24       24     1.102080     0.000000     0.000000     0.000000
      -1        0        0       24       24       26       26    -1.763779     0.000000     0.000000     0.000000
      -1        0        0       24       24       28       28     0.291373     0.000000     0.000000     0.000000
      -1        0        0       26       26       26       26     2.961972     0.000000     0.000000     0.000000
      -1        0        0       26       26       28       28     0.340131     0.000000     0.000000     0.000000
      -1        0        0       28       28       28       28    -0.566838     0.000000     0.000000     0.000000
      -1        0        2        0        8        0        8     0.128031     0.000000     0.000000     0.000000
      -1        0        2        0        8        0       10     1.859107     0.000000     0.000000     0.000000
      -1        0        2        0        8        0       26     0.529093     0.000000     0.000000     0.000000
      -1        0        2        0        8        0       28     1.278042     0.000000     0.000000     0.000000
      -1        0        2        0        8        2        4    -1.796757     0.000000     0.000000     0.000000
      -1        0        2        0        8        2       14    -1.589118     0.000000     0.000000     0.000000
      -1        0        2        0        8        2       16    -0.961088     0.000000     0.000000     0.000000
      -1        0        2        0        8        2       18     0.168315     0.000000     0.000000     0.000000
      -1        0        2        0        8        4       16    -0.915041     0.000000     0.000000     0.000000
      -1        0        2        0        8        4       18     0.535784     0.000000     0.000000     0.000000
      -1        0        2        0        8        6        8     0.882575     0.000000     0.000000     0.000000
      -1        0        2        0        8        6       22     0.354265     0.000000     0.000000     0.000000
      -1        0        2        0        8        6       24     0.329722     0.000000     0.000000     0.000000
      -1        0        2        0        8        6       26     0.206560     0.000000     0.000000     0.000000
      -1        0        2        0        8        8       10    -0.050092     0.000000     0.000000     0.000000
      -1        0        2        0        8        8       24     0.582090     0.000000     0.000000     0.000000
      -1        0        2        0        8        8       26    -0.201982     0.000000     0.000000     0.000000
      -1        0        2        0        8        8       28    -0.182855     0.000000     0.000000     0.000000
      -1        0        2        0        8       10       26     0.257536     0.000000     0.000000     0.000000
      -1        0        2        0        8       10       28     0.272337     0.000000     0.000000     0.000000
      -1        0        2        0        8       12       14    -0.361012     0.000000     0.000000     0.000000
      -1        0        2        0        8       14       16    -0.137046     0.000000     0.000000     0.000000
      -1        0        2        0        8       16       18    -0.088672     0.000000     0.000000     0.000000
      -1        0        2        0        8       20       22     0.093043     0.000000     0.000000     0.000000
      -1        0        2        0        8       22       24     0.226857     0.000000     0.000000     0.000000
      -1        0        2        0        8       24       26     0.160279     0.000000     0.000000     0.000000
      -1        0        2        0        8       26       28     0.075228     0.000000     0.000000     0.000000
      -1        0        2        0       10        0       10     0.389291     0.000000     0.000000     0.000000
      -1        0        2        0       10        0       26     0.917480     0.000000     0.000000     0.000000
      -1        0        2        0       10        0       28     0.006743     0.000000     0.000000     0.000000
      -1        0        2        0       10        2        4    -1.239947     0.000000     0.000000     0.000000
      -1        0        2        0       10        2       14    -1.454867     0.000000     0.000000     0.000000
      -1        0        2        0       10        2       16    -0.709602     0.000000     0.000000     0.000000
      -1        0        2        0       10        2       18    -0.066422     0.000000     0.000000     0.000000
      -1        0        2        0       10        4       16    -1.153596     0.000000     0.000000     0.000000
      -1        0        2        0       10        4       18     0.161586     0.000000     0.000000     0.000000
      -1        0        2        0       10        6        8     0.909405     0.000000     0.000000     0.000000
      -1        0        2        0       10        6       22     0.670779     0.000000     0.000000     0.000000
      -1        0        2        0       10        6       24    -0.034618     0.000000     0.000000     0.000000
      -1        0        2        0       10        6       26     0.888232     0.000000     0.000000     0.000000
      -1        0        2        0       10        8       10     0.690391     0.000000     0.000000     0.000000
      -1        0        2        0       10        8       24     0.576581     0.000000     0.000000     0.000000
      -1        0        2        0       10        8       26     0.072760     0.000000     0.000000     0.000000
      -1        0        2        0       10        8       28     0.443256     0.000000     0.000000     0.000000
      -1        0        2        0       10       10       26     0.484585     0.000000     0.000000     0.000000
      -1        0        2        0       10       10       28    -0.092593     0.000000     0.000000     0.000000
      -1        0        2        0       10       12       14    -0.758317     0.000000     0.000000     0.000000
      -1        0        2        0       10       14       16    -0.703773     0.000000     0.000000     0.000000
      -1        0        2        0       10       16       18    -0.438613     0.000000     0.000000     0.000000
      -1        0        2        0       10       20       22     0.360399     0.000000     0.000000     0.000000
      -1        0        2        0       10       22       24     0.441244     0.000000     0.000000     0.000000
      -1        0        2        0       10       24       26     0.614302     0.000000     0.000000     0.000000
      -1        0        2        0       10       26       28     0.354343     0.000000     0.000000     0.000000
      -1        0        2        0       26        0       26     1.117800     0.000000     0.000000     0.000000
      -1        0        2        0       26        0       28     2.414505     0.000000     0.000000     0.000000
      -1        0        2        0       26        2        4    -1.695397     0.000000     0.000000     0.000000
      -1        0        2        0       26        2       14    -1.748904     0.000000     0.000000     0.000000
      -1        0        2        0       26        2       16    -0.743307     0.000000     0.000000     0.000000
      -1        0        2        0       26        2       18    -1.778773     0.000000     0.000000     0.000000
      -1        0        2        0       26        4       16    -0.785726     0.000000     0.000000     0.000000
      -1        0        2        0       26        4       18     1.666925     0.000000     0.000000     0.000000
      -1        0        2        0       26        6        8    -0.063730     0.000000     0.000000     0.000000
      -1        0        2        0       26        6       22     0.129253     0.000000     0.000000     0.000000
      -1        0        2        0       26        6       24     0.070884     0.000000     0.000000     0.000000
      -1        0        2        0       26        6       26     0.704885     0.000000     0.000000     0.000000
      -1        0        2        0       26        8       10     0.555001     0.000000     0.000000     0.000000
      -1        0        2        0       26        8       24    -0.026337     0.000000     0.000000     0.000000
      -1        0        2        0       26        8       26    -0.324101     0.000000     0.000000     0.000000
      -1        0        2        0       26        8       28     0.369357     0.000000     0.000000     0.000000
      -1        0        2        0       26       10       26     1.044252     0.000000     0.000000     0.000000
      -1        0        2        0       26       10       28     0.553740     0.000000     0.000000     0.000000
      -1        0        2        0       26       12       14     0.286863     0.000000     0.000000     0.000000
      -1        0        2        0       26       14       16    -0.946692     0.000000     0.000000     0.000000
      -1        0        2        0       26       16       18    -0.730125     0.000000     0.000000     0.000000
      -1        0        2        0       26       20       22    -0.217847     0.000000     0.000000     0.000000
      -1        0        2        0       26       22       24     0.492615     0.000000     0.000000     0.000000
      -1        0        2        0       26       24       26     0.324718     0.000000     0.000000     0.000000
      -1        0        2        0       26       26       28     0.973139     0.000000     0.000000     0.000000
      -1        0        2        0       28        0       28     0.363840     0.000000     0.000000     0.000000
      -1        0        2        0       28        2        4    -1.752549     0.000000     0.000000     0.000000
      -1        0        2        0       28        2       14    -0.490188     0.000000     0.000000     0.000000
      -1        0        2        0       28        2       16    -0.949682     0.000000     0.000000     0.000000
      -1        0        2        0       28        2       18    -0.834203     0.000000     0.000000     0.000000
      -1        0        2        0       28        4       16    -2.462366     0.000000     0.000000     0.000000
      -1        0        2        0       28        4       18     0.124774     0.000000     0.000000     0.000000
      -1        0        2        0       28        6        8     0.506655     0.000000     0.000000     0.000000
      -1        0        2        0       28        6       22    -0.204481     0.000000     0.000000     0.000000
      -1        0        2        0       28        6       24     0.018793     0.000000     0.000000     0.000000
      -1        0        2        0       28        6       26     1.217702     0.000000     0.000000     0.000000
      -1        0        2        0       28        8       10     1.044323     0.000000     0.000000     0.000000
      -1        0        2        0       28        8       24     1.021191     0.000000     0.000000     0.000000
      -1        0        2        0       28        8       26     0.024930     0.000000     0.000000     0.000000
      -1        0        2        0       28        8       28     1.100911     0.000000     0.000000     0.000000
      -1        0        2        0       28       10       26     1.295372     0.000000     0.000000     0.000000
      -1        0        2        0       28       10       28     0.009724     0.000000     0.000000     0.000000
      -1        0        2        0       28       12       14    -0.138559     0.000000     0.000000     0.000000
      -1        0        2        0       28       14       16    -0.733301     0.000000     0.000000     0.000000
      -1        0        2        0       28       16       18    -1.360467     0.000000     0.000000     0.000000
      -1        0        2        0       28       20       22    -0.167619     0.000000     0.000000     0.000000
      -1        0        2        0       28       22       24     0.053288     0.000000     0.000000     0.000000
      -1        0        2        0       28       24       26     1.406295     0.000000     0.000000     0.000000
      -1        0        2        0       28       26       28     1.196202     0.000000     0.000000     0.000000
      -1        0        2        2        4        2        4    -0.376401     0.000000     0.000000     0.000000
      -1        0        2        2        4        2       14     0.684266     0.000000     0.000000     0.000000
      -1        0        2        2        4        2       16     1.137507     0.000000     0.000000     0.000000
