7703 :    4  17   9  24      1   -8.660604	   4  17   9  24      1   -0.723350
7709 :    4  17   1  26      1    0.296455	   4  17   1  26      1   -1.231070
7711 :    4  17   9  26      1    1.189074	   4  17   9  26      1   -0.574760
7712 :    4  17  11  26      1    1.687254	   4  17  11  26      1    0.440035
7720 :    4  17   1  28      1   -3.693791	   4  17   1  28      1   -0.427805
7721 :    4  17   9  28      1   -2.341187	   4  17   9  28      1   -0.850475
7722 :    4  17  11  28      1   -2.874777	   4  17  11  28      1   -0.208110
7741 :   14  17   6  23      1   -4.508951	  14  17   6  23      1    1.576160
7744 :   14  17   7  24      1   -0.117393	  14  17   7  24      1   -1.015391
7745 :   14  17   9  24      1   -0.858580	  14  17   9  24      1   -0.018580
7746 :   14  17  23  24      1  -12.100985	  14  17  23  24      1   -0.716785
7747 :   14  17   6  25      1    1.528957	  14  17   6  25      1    1.785526
7748 :   14  17   8  25      1   -1.014470	  14  17   8  25      1   -1.254470
7750 :   14  17  24  25      1   -0.063010	  14  17  24  25      1    0.416990
7752 :   14  17   7  26      1   -0.042580	  14  17   7  26      1   -0.882580
7753 :   14  17   9  26      1   -0.125580	  14  17   9  26      1    1.554420
7755 :   14  17  25  26      1    0.420125	  14  17  25  26      1   -0.028874
7757 :   14  17   6  27      1    1.132160	  14  17   6  27      1    1.372160
7758 :   14  17   8  27      1   -2.622490	  14  17   8  27      1   -3.102490
7759 :   14  17  10  27      1   -3.153621	  14  17  10  27      1    1.089020
7760 :   14  17  24  27      1    0.181295	  14  17  24  27      1    0.630294
7761 :   14  17  26  27      1    0.158201	  14  17  26  27      1   -0.739795
7763 :   14  17   9  28      1   -6.045886	  14  17   9  28      1    1.053410
7765 :   14  17  27  28      1   -3.930808	  14  17  27  28      1   -0.136075
7785 :   16  17   7  24      1    1.586000	  16  17   7  24      1    6.626000
7786 :   16  17   9  24      1    0.562468	  16  17   9  24      1    1.460464
7788 :   16  17   6  25      1   -1.586000	  16  17   6  25      1   -6.626000
7789 :   16  17   8  25      1   -0.562468	  16  17   8  25      1   -1.460464
7791 :   16  17  24  25      1   -1.234430	  16  17  24  25      1  -10.663430
7793 :   16  17   7  26      1   -0.495053	  16  17   7  26      1   -1.393049
7794 :   16  17   9  26      1   -0.309635	  16  17   9  26      1    0.239141
7795 :   16  17  11  26      1    0.875766	  16  17  11  26      1    2.639598
7796 :   16  17  25  26      1    1.558450	  16  17  25  26      1   -0.121550
7798 :   16  17   6  27      1    0.495053	  16  17   6  27      1    1.393049
7799 :   16  17   8  27      1    0.309635	  16  17   8  27      1   -0.239141
7800 :   16  17  10  27      1   -0.875766	  16  17  10  27      1   -2.639598
7801 :   16  17  24  27      1   -1.558450	  16  17  24  27      1    0.121550
7802 :   16  17  26  27      1   -0.412510	  16  17  26  27      1   -1.439176
7804 :   16  17   9  28      1   -0.380480	  16  17   9  28      1   -1.223756
7805 :   16  17  11  28      1    1.534770	  16  17  11  28      1    6.248814
7806 :   16  17  27  28      1   -0.319358	  16  17  27  28      1   -1.896980
7808 :   16  17   8  29      1    0.380480	  16  17   8  29      1    1.223756
7809 :   16  17  10  29      1   -1.534770	  16  17  10  29      1   -6.248814
7810 :   16  17  26  29      1    0.319358	  16  17  26  29      1    1.896980
7811 :   16  17  28  29      1   -0.490790	  16  17  28  29      1   -4.707158
7837 :    3  18   0  27      1   -1.410690	   3  18   0  27      1    0.116835
7838 :    3  18   6  27      1   -7.896009	   3  18   6  27      1    0.041245
7839 :    3  18   8  27      1   -0.777889	   3  18   8  27      1    0.985945
7840 :    3  18  10  27      1   -0.752669	   3  18  10  27      1    0.494550
7847 :    3  18   0  29      1    1.643426	   3  18   0  29      1   -1.622560
7848 :    3  18   8  29      1    2.285637	   3  18   8  29      1    0.794925
7849 :    3  18  10  29      1    2.147827	   3  18  10  29      1   -0.518840
7876 :    5  18   0  27      1    1.833434	   5  18   0  27      1   -2.487060
7878 :    5  18   8  27      1   -4.830656	   5  18   8  27      1    1.405440
7879 :    5  18  10  27      1    3.048758	   5  18  10  27      1   -0.478910
7886 :    5  18   0  29      1    0.388141	   5  18   0  29      1   -0.766560
7887 :    5  18   8  29      1   -4.468550	   5  18   8  29      1   -0.252180
7888 :    5  18  10  29      1    0.015359	   5  18  10  29      1   -0.927450
7903 :   17  18   9  24      1   -4.469775	  17  18   9  24      1    0.550185
7911 :   17  18   9  26      1   -0.406795	  17  18   9  26      1   -1.522339
7912 :   17  18  11  26      1   -0.917405	  17  18  11  26      1   -2.889431
7915 :   17  18   6  27      1   -3.772960	  17  18   6  27      1    1.247000
7916 :   17  18   8  27      1    0.375095	  17  18   8  27      1    1.490639
7917 :   17  18  10  27      1    0.485365	  17  18  10  27      1    2.457391
7918 :   17  18  24  27      1   -9.985225	  17  18  24  27      1   -0.593740
7919 :   17  18  26  27      1    0.808421	  17  18  26  27      1    2.895419
7921 :   17  18   9  28      1    0.469565	  17  18   9  28      1    1.412375
7922 :   17  18  11  28      1    0.558675	  17  18  11  28      1    4.775043
