 Nmax:           2
 hbar Omega:   40.000000000000000     
 mpi:   138.03027357350001     
 f^2:   8.0000000000000002E-002
 Lambda:Infinity
           Bra         Ket            ME_rel           ME_CM 
          57           5   0.0000000000000000        5.8664343136626615E-008
          59           5   0.0000000000000000       -7.1848853390139822E-008
           1           6   1.3884528030224524E-004   0.0000000000000000     
          41           6  -2.7034389360084931E-005   0.0000000000000000     
          42           6  -2.7034389360084937E-005   0.0000000000000000     
          43           6   2.2073486479978273E-005   8.6095902225333893E-008
          44           6   3.1216623948844395E-005  -6.0878996295907503E-008
          45           6   0.0000000000000000       -4.8133895619249564E-008
          46           6   0.0000000000000000        4.8133895619249564E-008
          47           6   0.0000000000000000       -1.3170154304420254E-023
          48           6   0.0000000000000000        9.2756470874703381E-008
          49           6   0.0000000000000000        7.4561238488880290E-008
          50           6   0.0000000000000000        7.4561238488880304E-008
          51           6   0.0000000000000000        9.2756470874703381E-008
          52           6   0.0000000000000000        4.3900514348067497E-024
          53           6   0.0000000000000000       -7.1848853390139875E-008
          54           6   0.0000000000000000        4.3047951112666913E-008
          55           6   0.0000000000000000        5.8664343136626648E-008
          56           6   0.0000000000000000       -4.3047951112666913E-008
          57           6   0.0000000000000000        7.1848853390139888E-008
          58           6   0.0000000000000000        8.6095902225333787E-008
          59           6   0.0000000000000000        5.8664343136626674E-008
          25           9   0.0000000000000000       -1.0916989026239715E-007
          26           9   0.0000000000000000       -1.2129987806933037E-008
          27           9   0.0000000000000000        8.9136842139502338E-008
          28           9   0.0000000000000000       -9.9040935710558277E-009
          29           9   0.0000000000000000       -6.3029265530396874E-008
          30           9   0.0000000000000000       -7.0032517255996641E-009
          31           9   0.0000000000000000        1.0916989026239707E-007
          32           9   0.0000000000000000       -1.2129987806933029E-008
          25          10   0.0000000000000000        1.2129987806933037E-008
          26          10   0.0000000000000000        1.0916989026239715E-007
          27          10   0.0000000000000000       -9.9040935710558310E-009
          28          10   0.0000000000000000        8.9136842139502298E-008
          29          10   0.0000000000000000        7.0032517255996641E-009
          30          10   0.0000000000000000        6.3029265530396874E-008
          31          10   0.0000000000000000       -1.2129987806933029E-008
          32          10   0.0000000000000000        1.0916989026239707E-007
          25          11  -9.6297601574755359E-005   1.5438953941186455E-007
          26          11  -5.0015840643331104E-005   1.7154393267984961E-008
          27          11   7.8626662437328179E-005  -1.6888640798396598E-008
          28          11  -4.0837762877505838E-005   2.6136491258132349E-008
          29          11  -5.5597446191500322E-005   2.4352638155136684E-007
          30          11  -2.8876659059172633E-005  -7.2502996969291499E-009
          31          11   9.6297601574755305E-005  -1.5438953941186444E-007
          32          11  -5.0015840643331077E-005   1.7154393267984948E-008
          25          12  -5.0015840643331070E-005   1.7154393267984954E-008
          26          12  -9.6297601574755291E-005   1.5438953941186449E-007
          27          12   4.0837762877505825E-005  -2.6136491258132349E-008
          28          12  -7.8626662437328084E-005   1.6888640798396664E-008
          29          12  -2.8876659059172609E-005  -7.2502996969291383E-009
          30          12  -5.5597446191500282E-005   2.4352638155136663E-007
          31          12   5.0015840643331036E-005  -1.7154393267984941E-008
          32          12  -9.6297601574755223E-005   1.5438953941186439E-007
          25          13  -1.3618537417101965E-004  -1.0916989026239710E-007
          26          13  -7.0733080171290263E-005  -1.2129987806933017E-008
          27          13   1.1119489238300059E-004   2.4352638155136684E-007
          28          13  -5.7753318118345218E-005   7.2502996969291383E-009
          29          13  -7.8626662437328071E-005   1.5531051499439722E-007
          30          13  -4.0837762877505798E-005  -3.1263227339465688E-008
          31          13   1.3618537417101954E-004   1.0916989026239703E-007
          32          13  -7.0733080171290209E-005  -1.2129987806933011E-008
          25          14   7.0733080171290263E-005   1.2129987806933017E-008
          26          14   1.3618537417101965E-004   1.0916989026239710E-007
          27          14  -5.7753318118345238E-005   7.2502996969291499E-009
          28          14   1.1119489238300056E-004   2.4352638155136663E-007
          29          14   4.0837762877505798E-005   3.1263227339465688E-008
          30          14   7.8626662437328071E-005  -1.5531051499439722E-007
          31          14  -7.0733080171290209E-005  -1.2129987806933011E-008
          32          14   1.3618537417101954E-004   1.0916989026239703E-007
          25          15   0.0000000000000000        2.4411129572291220E-007
          26          15   0.0000000000000000        2.7123477302545833E-008
          27          15   0.0000000000000000       -1.9931603832359487E-007
          28          15   0.0000000000000000        2.2146226480399449E-008
          29          15   0.0000000000000000        1.4093772229785166E-007
          30          15   0.0000000000000000        1.5659746921983535E-008
          31          15   0.0000000000000000       -2.4411129572291204E-007
          32          15   0.0000000000000000        2.7123477302545816E-008
          25          16   0.0000000000000000        2.7123477302545833E-008
          26          16   0.0000000000000000        2.4411129572291220E-007
          27          16   0.0000000000000000       -2.2146226480399459E-008
          28          16   0.0000000000000000        1.9931603832359479E-007
          29          16   0.0000000000000000        1.5659746921983535E-008
          30          16   0.0000000000000000        1.4093772229785166E-007
          31          16   0.0000000000000000       -2.7123477302545816E-008
          32          16   0.0000000000000000        2.4411129572291204E-007
           9          25   0.0000000000000000        1.0916989222180359E-007
          10          25   0.0000000000000000        1.2129988024644876E-008
          11          25   0.0000000000000000       -8.9136843739350998E-008
          12          25   0.0000000000000000        9.9040937488168007E-009
          13          25   0.0000000000000000        6.3029266661660713E-008
          14          25   0.0000000000000000        7.0032518512956535E-009
          15          25   0.0000000000000000       -1.0916989222180351E-007
          16          25   0.0000000000000000        1.2129988024644868E-008
           9          26   0.0000000000000000       -1.2129988024644876E-008
          10          26   0.0000000000000000       -1.0916989222180359E-007
          11          26   0.0000000000000000        9.9040937488168040E-009
          12          26   0.0000000000000000       -8.9136843739350971E-008
          13          26   0.0000000000000000       -7.0032518512956535E-009
          14          26   0.0000000000000000       -6.3029266661660713E-008
          15          26   0.0000000000000000        1.2129988024644868E-008
          16          26   0.0000000000000000       -1.0916989222180351E-007
           9          27   9.6297599846383776E-005  -1.5438954218288373E-007
          10          27   5.0015839745635239E-005  -1.7154393575875971E-008
          11          27  -7.8626661026118692E-005   1.6888641101517846E-008
          12          27   4.0837762144540230E-005  -2.6136491727236135E-008
          13          27   5.5597445193624522E-005  -2.4352638592223462E-007
          14          27   2.8876658540887684E-005   7.2502998270592120E-009
          15          27  -9.6297599846383722E-005   1.5438954218288363E-007
          16          27   5.0015839745635212E-005  -1.7154393575875961E-008
           9          28   5.0015839745635199E-005  -1.7154393575875965E-008
          10          28   9.6297599846383695E-005  -1.5438954218288368E-007
          11          28  -4.0837762144540216E-005   2.6136491727236135E-008
          12          28   7.8626661026118597E-005  -1.6888641101517912E-008
          13          28   2.8876658540887660E-005   7.2502998270592004E-009
          14          28   5.5597445193624482E-005  -2.4352638592223446E-007
          15          28  -5.0015839745635172E-005   1.7154393575875951E-008
          16          28   9.6297599846383641E-005  -1.5438954218288357E-007
           9          29   1.3618537172673309E-004   1.0916989222180355E-007
          10          29   7.0733078901756590E-005   1.2129988024644840E-008
          11          29  -1.1119489038724899E-004  -2.4352638592223462E-007
          12          29   5.7753317081775320E-005  -7.2502998270592004E-009
          13          29   7.8626661026118583E-005  -1.5531051778194622E-007
          14          29   4.0837762144540196E-005   3.1263227900585325E-008
          15          29  -1.3618537172673301E-004  -1.0916989222180349E-007
          16          29   7.0733078901756550E-005   1.2129988024644833E-008
           9          30  -7.0733078901756590E-005  -1.2129988024644840E-008
          10          30  -1.3618537172673309E-004  -1.0916989222180355E-007
          11          30   5.7753317081775340E-005  -7.2502998270592120E-009
          12          30  -1.1119489038724896E-004  -2.4352638592223446E-007
          13          30  -4.0837762144540196E-005  -3.1263227900585325E-008
          14          30  -7.8626661026118583E-005   1.5531051778194622E-007
          15          30   7.0733078901756550E-005   1.2129988024644833E-008
          16          30  -1.3618537172673301E-004  -1.0916989222180349E-007
           9          31   0.0000000000000000       -2.4411130010427821E-007
          10          31   0.0000000000000000       -2.7123477789364295E-008
          11          31   0.0000000000000000        1.9931604190096525E-007
          12          31   0.0000000000000000       -2.2146226877885058E-008
          13          31   0.0000000000000000       -1.4093772482743450E-007
          14          31   0.0000000000000000       -1.5659747203048308E-008
          15          31   0.0000000000000000        2.4411130010427805E-007
          16          31   0.0000000000000000       -2.7123477789364278E-008
           9          32   0.0000000000000000       -2.7123477789364295E-008
          10          32   0.0000000000000000       -2.4411130010427821E-007
          11          32   0.0000000000000000        2.2146226877885068E-008
          12          32   0.0000000000000000       -1.9931604190096518E-007
          13          32   0.0000000000000000       -1.5659747203048308E-008
          14          32   0.0000000000000000       -1.4093772482743450E-007
          15          32   0.0000000000000000        2.7123477789364278E-008
          16          32   0.0000000000000000       -2.4411130010427805E-007
           5          41   0.0000000000000000       -4.8133894755331174E-008
          79          41   0.0000000000000000        1.7849102836282596E-008
          80          41   0.0000000000000000       -1.6543612251060553E-024
          81          41   0.0000000000000000        2.4802397450994957E-008
          82          41   0.0000000000000000        3.5075886854564916E-008
          85          41   0.0000000000000000       -9.2163134818477021E-009
          87          41   0.0000000000000000        6.5169177605555078E-009
          88          41   0.0000000000000000       -6.5169177605555112E-009
          90          41   0.0000000000000000       -1.4572271116377809E-008
          91          41   0.0000000000000000        7.9562990071729529E-008
          92          41   0.0000000000000000       -3.9683835921591954E-008
          93          41   0.0000000000000000        9.7444364042930666E-008
          94          41   0.0000000000000000        3.9683835921591980E-008
          95          41   0.0000000000000000       -5.7808966633621071E-008
          96          41   0.0000000000000000        3.9683835921591941E-008
          97          41   0.0000000000000000        7.0801235404974914E-008
           5          42   0.0000000000000000        4.8133894755331174E-008
          79          42   0.0000000000000000       -1.6543612251060553E-024
          80          42   0.0000000000000000       -1.7849102836282593E-008
          81          42   0.0000000000000000       -2.4802397450994957E-008
          82          42   0.0000000000000000       -3.5075886854564916E-008
          85          42   0.0000000000000000       -9.2163134818477004E-009
          87          42   0.0000000000000000        6.5169177605555070E-009
          88          42   0.0000000000000000       -6.5169177605555095E-009
          90          42   0.0000000000000000       -1.4572271116377806E-008
          91          42   0.0000000000000000       -5.7808966633621071E-008
          92          42   0.0000000000000000        3.9683835921591954E-008
          93          42   0.0000000000000000       -7.0801235404974914E-008
          94          42   0.0000000000000000       -3.9683835921591980E-008
          95          42   0.0000000000000000        7.9562990071729529E-008
          96          42   0.0000000000000000       -3.9683835921591941E-008
          97          42   0.0000000000000000       -9.7444364042930666E-008
           6          43   0.0000000000000000       -4.9707491433758681E-008
          79          43   0.0000000000000000        2.4802397450994957E-008
          80          43   0.0000000000000000       -2.4802397450994957E-008
          83          43   0.0000000000000000        9.2163134818477120E-009
          84          43   0.0000000000000000        9.2163134818477103E-009
          85          43   0.0000000000000000        3.5038822183904382E-008
          86          43   0.0000000000000000       -1.1541292733455938E-007
          87          43   0.0000000000000000        6.6721979713638344E-008
          88          43   0.0000000000000000       -6.6721979713638371E-008
          89          43   0.0000000000000000        1.1541292733455938E-007
          90          43   0.0000000000000000       -3.5379100678150110E-008
          91          43   0.0000000000000000        1.1962698761057769E-007
          92          43   0.0000000000000000        5.6845227682547699E-008
          93          43   0.0000000000000000       -3.5971321346276523E-008
          94          43   0.0000000000000000        5.6845227682547699E-008
          95          43   0.0000000000000000        1.1962698761057771E-007
          96          43   0.0000000000000000        1.2962719850954308E-023
          97          43   0.0000000000000000        3.5971321346276576E-008
           6          44   0.0000000000000000        3.5148504268582957E-008
          79          44   0.0000000000000000        3.5075886854564916E-008
          80          44   0.0000000000000000       -3.5075886854564916E-008
          83          44   0.0000000000000000       -6.5169177605555128E-009
          84          44   0.0000000000000000       -6.5169177605555112E-009
          85          44   0.0000000000000000       -7.9110074099152527E-008
          86          44   0.0000000000000000        8.1609263554857112E-008
          87          44   0.0000000000000000       -8.7597055459760823E-009
          88          44   0.0000000000000000        8.7597055459760823E-009
          89          44   0.0000000000000000       -8.1609263554857112E-008
          90          44   0.0000000000000000       -6.0892613879837118E-008
          91          44   0.0000000000000000       -2.0464682881811018E-008
          92          44   0.0000000000000000       -4.0195645972422703E-008
          93          44   0.0000000000000000        1.0397156009700573E-007
          94          44   0.0000000000000000       -4.0195645972422703E-008
          95          44   0.0000000000000000       -2.0464682881811031E-008
          96          44   0.0000000000000000       -9.1660271092312555E-024
          97          44   0.0000000000000000       -1.0397156009700575E-007
           5          45   2.7034389845304404E-005   0.0000000000000000     
           6          45   0.0000000000000000        4.8133894755331286E-008
          79          45   4.2063284619425068E-005   0.0000000000000000     
          80          45  -1.4092897192716423E-004   0.0000000000000000     
          81          45  -1.6321601510813992E-005   1.5963123209042260E-008
          82          45  -2.3082230216242320E-005  -1.1287632670030133E-008
          83          45   0.0000000000000000       -1.7849102836282659E-008
          84          45   0.0000000000000000        1.6543612251060583E-024
          85          45   0.0000000000000000       -5.0889704002086916E-008
          86          45   0.0000000000000000        1.2580013304001466E-007
          87          45   0.0000000000000000       -3.0474672314378086E-008
          88          45   0.0000000000000000        5.8123612759921220E-008
          89          45   0.0000000000000000       -9.1404001871459795E-008
          90          45   0.0000000000000000       -7.4368828035314968E-009
          91          45   0.0000000000000000       -9.7444364042930812E-008
          92          45   0.0000000000000000       -4.0621012917594042E-008
          93          45   0.0000000000000000        7.9562990071729634E-008
          94          45   0.0000000000000000       -5.6584136126636285E-008
          95          45   0.0000000000000000       -7.0801235404975060E-008
          96          45   0.0000000000000000        1.5963123209042231E-008
          97          45   0.0000000000000000       -5.7808966633621197E-008
           5          46   2.7034389845304410E-005   0.0000000000000000     
           6          46   0.0000000000000000       -4.8133894755331286E-008
          79          46  -1.4092897192716423E-004   0.0000000000000000     
          80          46   4.2063284619425068E-005   0.0000000000000000     
          81          46  -1.6321601510813989E-005   1.5963123209042257E-008
          82          46  -2.3082230216242320E-005  -1.1287632670030132E-008
          83          46   0.0000000000000000        1.6543612251060583E-024
          84          46   0.0000000000000000        1.7849102836282656E-008
          85          46   0.0000000000000000        5.0889704002086910E-008
          86          46   0.0000000000000000       -9.1404001871459795E-008
          87          46   0.0000000000000000        5.8123612759921201E-008
          88          46   0.0000000000000000       -3.0474672314378099E-008
          89          46   0.0000000000000000        1.2580013304001466E-007
          90          46   0.0000000000000000        7.4368828035314968E-009
          91          46   0.0000000000000000        7.0801235404975047E-008
          92          46   0.0000000000000000        5.6584136126636285E-008
          93          46   0.0000000000000000       -5.7808966633621171E-008
          94          46   0.0000000000000000        4.0621012917594042E-008
          95          46   0.0000000000000000        9.7444364042930838E-008
          96          46   0.0000000000000000        1.5963123209042247E-008
          97          46   0.0000000000000000        7.9562990071729674E-008
           5          47   2.1466869002566863E-004   8.6095900680064714E-008
           6          47   0.0000000000000000        1.3170154068039285E-023
          79          47  -7.8407957394020690E-006  -1.5963123209042250E-008
          80          47  -7.8407957394020707E-006  -1.5963123209042247E-008
          81          47   1.3159780281167473E-004   3.3301435067935812E-008
          82          47  -4.6746895165106648E-005  -1.1765672052071305E-007
          83          47   0.0000000000000000       -5.0889704002086930E-008
          84          47   0.0000000000000000        5.0889704002086923E-008
          85          47  -1.6791379357036545E-020  -2.7950404338352043E-023
          86          47   0.0000000000000000        1.3930302477351538E-007
          87          47   9.5062366913731866E-005   6.7259747515039208E-008
          88          47   9.5062366913731879E-005   6.7259747515039221E-008
          89          47   0.0000000000000000        1.3930302477351530E-007
          90          47   5.5971264523455132E-021   2.6038595241996234E-024
          91          47   0.0000000000000000       -2.3433218646251418E-007
          92          47   5.4884283127446047E-005   1.1922372527827951E-007
          93          47   0.0000000000000000       -6.6739721954356940E-008
          94          47  -5.4884283127446054E-005  -1.1922372527827959E-007
          95          47   0.0000000000000000        2.3433218646251418E-007
          96          47   1.0976856625489207E-004  -2.7264252779771159E-009
          97          47   0.0000000000000000       -6.6739721954356926E-008
           5          48   1.7032325253328118E-004   0.0000000000000000     
           6          48   0.0000000000000000       -9.2756469209888803E-008
          79          48   1.2815662764198126E-004   0.0000000000000000     
          80          48  -1.4998007904984718E-004   0.0000000000000000     
          81          48   8.9093867292824552E-006  -1.8983111568947952E-007
          82          48   1.2599775544978107E-005   1.3423086918423886E-007
          83          48   0.0000000000000000        1.2580013304001464E-007
          84          48   0.0000000000000000       -9.1404001871459782E-008
          85          48   0.0000000000000000        1.0382656908308422E-007
          86          48   0.0000000000000000       -5.0483881481311489E-007
          87          48   0.0000000000000000       -7.6995566397541888E-008
          88          48   0.0000000000000000       -2.5180157083412199E-007
          89          48   0.0000000000000000       -1.3044075173168976E-008
          90          48   0.0000000000000000        1.2509933770391361E-008
          91          48   0.0000000000000000        3.9104646445805666E-007
          92          48   0.0000000000000000        3.4760055621563142E-009
          93          48   0.0000000000000000       -3.1928810121387867E-007
          94          48   0.0000000000000000        1.9330712125163569E-007
          95          48   0.0000000000000000       -1.0103897182472213E-008
          96          48   0.0000000000000000       -1.8983111568947925E-007
          97          48   0.0000000000000000       -8.2497975035338457E-009
           5          49   5.2484374830945966E-005  -6.0878995203237212E-008
           6          49   0.0000000000000000       -7.4561237150637968E-008
          79          49  -2.0083812580796548E-005   1.1287632670030132E-008
          80          49  -2.0083812580796687E-005   1.1287632670030128E-008
          81          49  -1.0485459592223155E-004   1.0588288524082263E-007
          82          49   1.6366057751967697E-005  -8.3253587669839249E-009
          83          49   0.0000000000000000       -3.0474672314378093E-008
          84          49   0.0000000000000000        5.8123612759921201E-008
          85          49   1.1873298208836345E-020   9.0978092039585395E-008
          86          49   0.0000000000000000       -7.3173567587964990E-008
          87          49  -6.7219244280343452E-005   1.3744635268687808E-007
          88          49  -6.7219244280343466E-005  -8.3857011259127384E-009
          89          49   0.0000000000000000        2.7306521441571297E-007
          90          49  -3.9577660696121139E-021   7.6784795204568350E-009
          91          49   0.0000000000000000        1.4607847083091315E-007
          92          49  -3.8809048779979493E-005   6.5679214801529832E-008
          93          49   0.0000000000000000        6.3211288921765402E-008
          94          49   3.8809048779979500E-005   1.0485646824611323E-007
          95          49   0.0000000000000000        1.2211693647136387E-007
          96          49  -7.7618097559958960E-005   1.3135842960305940E-007
          97          49   0.0000000000000000        2.8219192200459340E-007
           5          50  -5.2484374830945966E-005   6.0878995203237251E-008
           6          50   0.0000000000000000       -7.4561237150637982E-008
          79          50   2.0083812580796694E-005  -1.1287632670030137E-008
          80          50   2.0083812580796552E-005  -1.1287632670030135E-008
          81          50   1.0485459592223160E-004  -1.0588288524082269E-007
          82          50  -1.6366057751967717E-005   8.3253587669839249E-009
          83          50   0.0000000000000000        5.8123612759921227E-008
          84          50   0.0000000000000000       -3.0474672314378106E-008
          85          50  -1.1873298208836352E-020   9.0978092039585448E-008
          86          50   0.0000000000000000       -2.7306521441571308E-007
          87          50   6.7219244280343493E-005   8.3857011259127053E-009
          88          50   6.7219244280343493E-005  -1.3744635268687819E-007
          89          50   0.0000000000000000        7.3173567587965004E-008
          90          50   3.9577660696121162E-021   7.6784795204568217E-009
          91          50   0.0000000000000000        1.2211693647136382E-007
          92          50   3.8809048779979521E-005   1.0485646824611326E-007
          93          50   0.0000000000000000       -2.8219192200459340E-007
          94          50  -3.8809048779979521E-005   6.5679214801529805E-008
          95          50   0.0000000000000000        1.4607847083091320E-007
          96          50   7.7618097559959000E-005  -1.3135842960305943E-007
          97          50   0.0000000000000000       -6.3211288921765429E-008
           5          51  -1.7032325253328118E-004   0.0000000000000000     
           6          51   0.0000000000000000       -9.2756469209888803E-008
          79          51   1.4998007904984718E-004   0.0000000000000000     
          80          51  -1.2815662764198126E-004   0.0000000000000000     
          81          51  -8.9093867292824552E-006   1.8983111568947952E-007
          82          51  -1.2599775544978107E-005  -1.3423086918423886E-007
          83          51   0.0000000000000000       -9.1404001871459782E-008
          84          51   0.0000000000000000        1.2580013304001464E-007
          85          51   0.0000000000000000        1.0382656908308417E-007
          86          51   0.0000000000000000        1.3044075173168976E-008
          87          51   0.0000000000000000        2.5180157083412188E-007
          88          51   0.0000000000000000        7.6995566397541875E-008
          89          51   0.0000000000000000        5.0483881481311489E-007
          90          51   0.0000000000000000        1.2509933770391374E-008
          91          51   0.0000000000000000       -1.0103897182472209E-008
          92          51   0.0000000000000000        1.9330712125163566E-007
          93          51   0.0000000000000000        8.2497975035338407E-009
          94          51   0.0000000000000000        3.4760055621563010E-009
          95          51   0.0000000000000000        3.9104646445805677E-007
          96          51   0.0000000000000000        1.8983111568947931E-007
          97          51   0.0000000000000000        3.1928810121387883E-007
           5          52  -8.8824948609726782E-005   1.3612957167632200E-007
           6          52   0.0000000000000000       -4.3900513560130937E-024
          79          52  -1.3004553430279780E-005  -2.5239913955234820E-008
          80          52  -1.3004553430279776E-005  -2.5239913955234814E-008
          81          52   1.3539225628502889E-004  -5.2617685018801799E-008
          82          52  -1.7670139882936043E-004  -1.1159315126843018E-007
          83          52   0.0000000000000000       -7.4368828035314935E-009
          84          52   0.0000000000000000        7.4368828035314935E-009
          85          52  -2.6549501912084554E-020   2.6755232866765257E-024
          86          52   0.0000000000000000        1.2912934412109709E-009
          87          52   1.5030679960701185E-004   1.5178878623071782E-008
          88          52   1.5030679960701188E-004   1.5178878623071765E-008
          89          52   0.0000000000000000        1.2912934412109974E-009
          90          52   8.8498339706948490E-021   1.3458062117470647E-024
          91          52   0.0000000000000000       -2.0090128559228674E-007
          92          52   8.6779671214139408E-005   1.3587332295365641E-007
          93          52   0.0000000000000000       -2.4401110498419845E-007
          94          52  -8.6779671214139408E-005  -1.3587332295365649E-007
          95          52   0.0000000000000000        2.0090128559228676E-007
          96          52   1.7355934242827874E-004  -1.0958273397657493E-007
          97          52   0.0000000000000000       -2.4401110498419845E-007
           5          53   0.0000000000000000       -1.3117745675446699E-007
           6          53   0.0000000000000000        9.2756469209888790E-008
          79          53   0.0000000000000000        1.7790825429352818E-007
          80          53   0.0000000000000000       -1.2926477910179399E-007
          81          53   0.0000000000000000        2.5742413793654459E-007
          82          53   0.0000000000000000       -3.8639900400652965E-008
          83          53   0.0000000000000000       -1.2580013304001459E-007
          84          53   0.0000000000000000        9.1404001871459689E-008
          85          53   0.0000000000000000       -2.5882302599723968E-007
          86          53   0.0000000000000000        5.0483881481311457E-007
          87          53   0.0000000000000000        1.8659461214142971E-007
          88          53   0.0000000000000000        1.4220252509023393E-007
          89          53   0.0000000000000000        1.3044075173168984E-008
          90          53   0.0000000000000000       -2.5758085032283366E-007
          91          53   0.0000000000000000        6.0495098582964177E-008
          92          53   0.0000000000000000       -1.1708879680007534E-007
          93          53   0.0000000000000000        8.7231131476851051E-007
          94          53   0.0000000000000000       -7.9694330013716525E-008
          95          53   0.0000000000000000        2.1770872698801473E-008
          96          53   0.0000000000000000        3.0344390692739817E-007
          97          53   0.0000000000000000       -6.0392709247416412E-009
           6          54   0.0000000000000000       -5.5574664918436387E-008
          79          54   0.0000000000000000       -8.8735754728627670E-008
          80          54   0.0000000000000000        8.8735754728627670E-008
          81          54   0.0000000000000000        9.8060872480292820E-008
          82          54   0.0000000000000000       -6.9339507899884305E-008
          83          54   0.0000000000000000       -5.2441502178639309E-008
          84          54   0.0000000000000000        7.3049805625998578E-008
          85          54   0.0000000000000000        1.4787743319086392E-007
          86          54   0.0000000000000000        3.5615850246332512E-008
          87          54   0.0000000000000000        8.2656133165701219E-008
          88          54   0.0000000000000000        8.7190280204698599E-008
          89          54   0.0000000000000000        2.9368700124865071E-007
          90          54   0.0000000000000000        1.3231924273410817E-007
          91          54   0.0000000000000000       -1.7485663119847266E-007
          92          54   0.0000000000000000        1.1258533288746106E-007
          93          54   0.0000000000000000       -1.5784115849820012E-007
          94          54   0.0000000000000000        1.4524460407168300E-008
          95          54   0.0000000000000000        8.0220260741264105E-008
          96          54   0.0000000000000000        9.8060872480292727E-008
          97          54   0.0000000000000000        3.6611056864066627E-007
           5          55   0.0000000000000000       -1.6065891740222540E-007
           6          55   0.0000000000000000       -7.5735339968802068E-008
          79          55   0.0000000000000000        2.1789222202422931E-007
          80          55   0.0000000000000000       -1.5831637525648887E-007
          81          55   0.0000000000000000       -7.2212249575204843E-008
          82          55   0.0000000000000000        2.2667359451293805E-007
          83          55   0.0000000000000000        1.0271537850742493E-007
          84          55   0.0000000000000000       -7.4631055011158285E-008
          85          55   0.0000000000000000       -1.0505707702368491E-007
          86          55   0.0000000000000000       -4.1219916621451331E-007
          87          55   0.0000000000000000        7.1364252474052276E-008
          88          55   0.0000000000000000       -3.3982599084252997E-007
          89          55   0.0000000000000000       -1.0650442780256707E-008
          90          55   0.0000000000000000       -2.8993503002368292E-007
          91          55   0.0000000000000000        8.7231131476851051E-007
          92          55   0.0000000000000000       -1.3630853673633820E-007
          93          55   0.0000000000000000        4.1661470158949361E-007
          94          55   0.0000000000000000        2.9698128696406649E-007
          95          55   0.0000000000000000        6.0392709247416428E-009
          96          55   0.0000000000000000       -1.5849773521030768E-008
          97          55   0.0000000000000000       -2.4236394729475361E-008
           6          56   0.0000000000000000        5.5574664918436394E-008
          79          56   0.0000000000000000        8.8735754728627723E-008
          80          56   0.0000000000000000       -8.8735754728627723E-008
          81          56   0.0000000000000000        9.8060872480292820E-008
          82          56   0.0000000000000000       -6.9339507899884305E-008
          83          56   0.0000000000000000       -7.3049805625998578E-008
          84          56   0.0000000000000000        5.2441502178639315E-008
          85          56   0.0000000000000000       -1.4787743319086400E-007
          86          56   0.0000000000000000        2.9368700124865076E-007
          87          56   0.0000000000000000        8.7190280204698599E-008
          88          56   0.0000000000000000        8.2656133165701193E-008
          89          56   0.0000000000000000        3.5615850246332485E-008
          90          56   0.0000000000000000       -1.3231924273410822E-007
          91          56   0.0000000000000000       -8.0220260741263946E-008
          92          56   0.0000000000000000       -1.4524460407168320E-008
          93          56   0.0000000000000000        3.6611056864066622E-007
          94          56   0.0000000000000000       -1.1258533288746107E-007
          95          56   0.0000000000000000        1.7485663119847276E-007
